freelancer_id|location|success_rate|badge|t_earnings|t_jobs|t_hours|hours_per_week|languages|profile_title|hourly_rate|skills|profile_link
228|London, United Kingdom|98%|TOP RATED PLUS||258|991|As Needed - Open to Offers|English: Native or Bilingual,Swahili: Native or Bilingual|Plot and Ghostwriter specializing in Romance|$40.00/hr|/Creative Writing Deliverables,Short Story,Article,Blog Content,Ebook/Creative Writing Topics,Education/Other Skills,Academic Content Development|https://www.upwork.com/fl/~01aeaaa3aafd8c598f?s=1017484851352698994
489|Chennai, India|94%|TOP RATED||93|149|More than 30 hrs/week|English: Native or Bilingual,French: Conversational|Creative writer qualified and experienced in literature|$12.12/hr|/Creative Writing Deliverables,Novel,Ebook/Writing Genres,Drama,Fiction/Other Skills|https://www.upwork.com/freelancers/~01749d5d40dce8d071?s=1017484851352698994
1845|Marion, United States|97%|TOP RATED||397|823|As Needed - Open to Offers|English: Native or Bilingual|Article Writing, English proofreading and Editing|$25.00/hr|/Ghostwriting Genres,Cookbook/Written Languages,English/Other Skills,Food Photography,Food Pattern,Recipe Writing,Recipe Development,Food & Supplements,African American English Accent,Hiberno English Dialect,Southern American English Accent,South African English Dialect,US English Dialect,British English Dialect|https://www.upwork.com/fl/~019ee8b39c6bea8d21?s=1110580755493801984
207|Bengaluru, India|99%|TOP RATED PLUS||488|6,216|More than 30 hrs/week|English: Native or Bilingual,Hindi: Native or Bilingual,Marathi (Marāṭhī): Native or Bilingual|Creative Writer: Professional Story Writing Experience of Over 15 Year|$30.00/hr|/Ghostwriting Services,Ghostwriting,Story Development,Fact-Checking,Essay Writing,Researcher,Editing & Proofreading,Short Story Writing,Ebook Writing/Ghostwriting Genres,Comics,Thriller,Crime,Science Fiction,Drama,Cookbook,Self-Help,Comedy,Religious & Inspirational,How To,Mystery,Humor,Fiction,Fantasy,Satire,Nonfiction,Narrative,DIY,Children's Literature,Romance/Ghostwriting Deliverables,Screenplay,Blog Content,Website Content,Script,Speeches,Article,Novel,Ebook/Written Languages,English/Ghostwriting Topics,Education,COVID-19,Business Writing,Food & Beverage/Other Skills|https://www.upwork.com/freelancers/~0120c64bdc81d9972b?s=1110580755493801984
617|Fort Collins, United States|100%|TOP RATED PLUS|$30K+|53|1,116|More than 30 hrs/week|English: Native or Bilingual|Expert Grant Writer, Business Plans, Pitch Decks, RFPs - 108MM+ raised|$180.00/hr|/Grant Writing Services,Grant Writing,Business Strategy,Grant Research & Prospect List/Grant Writing Deliverables,Business Plan/Written Languages,English/Other Skills|https://www.upwork.com/fl/~01e5f56b334b65630a?s=1110580755560910848
373|Texarkana, United States|90%|||12|313|More than 30 hrs/week|English: Native or Bilingual|Professional Grant Writing and Editing Consultant|$50.00/hr|/Grant Funding Areas,Human & Civil Rights,Public Policy,Education/Grant Writing Deliverables,Grant Documentation,Budget Proposal,Grant Application,Budget Management,Letter of Support,Letter of Inquiry,Letter of Intent/Grant Writing Services,Grant Objectives & Methodology,Grant Research & Prospect List,Editing & Proofreading,Grant Writing/Written Languages,English/Other Skills|https://www.upwork.com/freelancers/~01477f3a3642adbdb8?s=1110580755560910848
497|Nicosia, Cyprus|92%|TOP RATED||89|627|More than 30 hrs/week|English: Native or Bilingual,French: Conversational|Grant writing and research proposals|$25.00/hr|/Grant Funding Areas,Environment,Human & Civil Rights,Community Development,Public Policy,Education/Grant Writing Services,Grant Writing,Editing & Proofreading,Budget Management/Grant Writing Deliverables,Budget Proposal,Letter of Intent,Budget Management/Written Languages,English/Other Skills,Article Writing|https://www.upwork.com/freelancers/~01d03483787e9d903c?s=1110580755560910848
159|Flushing, United States|99%|TOP RATED PLUS||732|412|More than 30 hrs/week|English: Native or Bilingual,Spanish: Fluent|Upwork King of Contracts|$200.00/hr|/Other Skills,Business Services,Media & Entertainment,Real Estate,Legal,Nonprofit Organization,New York State Bar Association,Immigration Law|https://www.upwork.com/fl/~01072365e11c5c8c2b?s=1534904462467219456
1765|Jersey City, United States|||||||||||https://www.upwork.com/fl/~01000a13d078ddbc02?s=1534904462467219456
1410|Hamburg, Germany|100%||$100K+|11|43|As Needed - Open to Offers|English: Native or Bilingual,German: Native or Bilingual|Expert Copywriter with experience in Psychology & Online Marketing|$55.00/hr|/Marketing Copywriting Services,Blog Writing,Campaign Copywriting,Viral Marketing,Product Marketing,SEO Writing,Digital Marketing Strategy,Content Marketing,YouTube Marketing,B2B Marketing,Email Copywriting,Digital Marketing,Social Media Marketing Strategy,Ecommerce Marketing,TikTok Marketing,Search Engine Marketing Strategy,Email Marketing Strategy,Instagram Marketing,Internet Marketing,B2C Marketing/Industry,Life Science,Sales & Marketing,Fashion & Beauty,Education,Media & Entertainment,Sports & Recreation,Amusement & Gambling,Tech & IT,Finance & Accounting,Real Estate,Architecture & Interior Design,Food & Beverage,Health & Fitness/Marketing Copywriting Deliverables,Content SEO,Social Media Strategy,Storytelling,Brand Identity & Guidelines,Go-to-Market Strategy,Social Posts,Text Ad,Newsletter,Ad Copy,Content Marketing Strategy/Written Languages,English,German/Other Skills|https://www.upwork.com/freelancers/~0163678dd0048318b8?s=1534904462144258048
685|London, United Kingdom|89%|||20|71|More than 30 hrs/week|English: Native or Bilingual,German: Native or Bilingual,Italian: Fluent|"Brand and Content Strategist | Copywriter | Narratives & Storytelling"|$85.00/hr||https://www.upwork.com/freelancers/~0147cc7fdce8827a8a?s=1534904462144258048
388|Conway, United States|100%|TOP RATED||14|24|Less than 30 hrs/week|English: Native or Bilingual|"Creative Copywriter | Ad Specialist | Web Content Aficionado"|$50.00/hr|/Marketing Copywriting Deliverables,Brand Identity & Guidelines,Content SEO,Ad Copy/Written Languages,English/Marketing Copywriting Services,Article Writing,B2C Marketing/Other Skills|https://www.upwork.com/freelancers/~010670824724aa7524?s=1534904462144258048
397|Meridian, United States|97%|TOP RATED||631|3,141|Less than 30 hrs/week|English: Native or Bilingual|College/Graduate School/Medical School Admissions editor|$65.00/hr||https://www.upwork.com/freelancers/~0192cbf2aa4c4d4724?s=1534904462110703616
84|Vandalia, United States|100%|TOP RATED PLUS||253|1,195|Less than 30 hrs/week|English: Native or Bilingual|Evidence-Based Medical Writing and Copywriting for Health Brands|$150.00/hr|/Medical Writing Services,Research Paper Writing,Technical Writing,Medical Editing,Scientific Writing,Medical Translation,Content Writing,White Paper Writing,Report Writing/Medical Writing Deliverables,Thought Leadership Content,Medical Terminology,Biology,Editing & Proofreading,Medical Report,Email Communication,Medical Device User Manual,Article,Genetics/Written Languages,English/Other Skills,Blog Development,SEO Writing,Infographic,Email Copywriting,Newsletter Writing,Copy Editing,Health & Wellness,Blog Content,Writing Critique,Marketing,UX Writing,Research Interviews,Blog Writing,Website Copywriting,Line Editing,Course,Social Media Ad Campaign,Website Content,Elearning,Fact-Checking,Email & Newsletter|https://www.upwork.com/freelancers/~011ab65e13336941fd?s=1534904462110703616
1688|Lahore, Pakistan|95%|TOP RATED PLUS||231|839|As Needed - Open to Offers|English: Native or Bilingual,Urdu: Native or Bilingual,French: Basic|Content Writing (Article Writing, Blog Writing, Copywriting & More)|$25.00/hr|/Content Writing Services,Content Writing,Editing & Proofreading,Content Marketing Strategy,Copywriting,Fact-Checking,Search Engine Optimization/Content Writing Deliverables,Blog Content,Product Page,Article,Landing Page,Website Content,About Us Page,Newsletter,Technical Report,Social Media Content,Resume,White Paper,Ebook,Pillar Page/Content Writing Type,Online Writing,User Guide Writing,Creative Writing,Article Writing,Blog Writing,UX Writing,Sports Writing,Design Writing,Copywriting,Ghostwriting,Fashion Writing,Feature Writing,Food Writing,Recipe Writing,News Writing,Essay Writing,Travel Writing,Long-Form Writing,Editorial Writing,Persuasive Writing,Letter Writing/Content Writing Topics,Home & Garden,DIY,Health & Wellness,Wedding,Beauty,COVID-19,Software,Sports & Fitness,Travel & Hospitality,Business Writing,Health & Fitness,Food & Beverage,People,Education,Advertising,Academia,Real Estate,Animals & Pets,Lifestyle,Environment,Public Health,Nonprofit Organization,Legal,Scientific Writing,Beauty & Personal Care,Science,Design Writing,Human Science,Public Administration,Sustainability,Arts & Culture,Entertainment,Medicine,Financial Writing/Other Skills,Technical Writing,Content Management,Content Creation,Content Audit,Blog Commenting,Sales Writing,Product Description,Proposal Writing,Article Curation,Content Editing,SEO Writing,FAQ,B2C Marketing,On-Page SEO,Web Content Strategy,Content Development,Professional Tone,Content Distribution & Promotion,Copy Editing,Information Architecture,Review,Formatting,Content Guidelines,Ad Copy,Content Management Plan,Document Review,Online Market Research,Research & Strategy,Sales Funnel Copywriting,Style Guide,Sales Copywriting,Website Copywriting,Technical Documentation,Consumer Review,Lead Generation,Tutorial,Topic Research,FAQs Compilation,Marketing Audit,B2B Marketing,Press Release,Layout Design,Content SEO,Shopify,Etsy Listing,Blockchain,Home Decor,Retail & Consumer Goods,eBay,Digital Marketing,Healthcare Management,Sales & Marketing,Cryptocurrency,eBay Listing,Home Design,Home Automation,Amazon,Sportswear,Software Architecture & Design,Finance & Accounting,Fashion Editorial,Food & Supplements,Ecommerce,Photography,SaaS,Research Documentation,Binance Coin,Dogecoin,LinkedIn,Smart Contract,Initial Coin Offering,NFT,Litecoin,Company LinkedIn Profile,Bitcoin,LinkedIn Profile Creation,Ripple,Polkadot,FinTech Consulting,Lead Generation Content Creation,Web Content Accessibility Guidelines,Competitive Analysis,Rich Media,Web Content Development,Resume Writing,Resume Development,CV,Resume Design,Cover Letter Writing,Project Management Support,Team Training,Digital Project Management,Lead Capture,Team Management,Lead Magnet,Business Analysis,Growth Hacking,Team Building,Tech & IT,Urdu,Manufacturing & Construction,Fashion & Beauty,English,British English Dialect,Southern American English Accent,Scots Dialect,Mobile App,Australian English Dialect,Editorial Calendar,Organic Traffic Growth,AI Content Creation,AI Chatbot,Artificial Intelligence,ChatGPT,Artificial Intelligence Software,Time Management,Meta Description,Communication Skills,Blog Development,Creative Strategy,Technical Analysis,Technical Documentation Management,Communications,Communication Etiquette,Time & Cost Estimate,Sales Copy Review,SEO Content,Technical Editing,Grammarly,Grammar & Syntax Review,UX Copy,Photo Editing,Title & Description Optimization,Controlled Vocabulary,SEO Keyword Research,Image Editing,Technical Copywriting,SEO Competitor Analysis,Storytelling,Data Analysis,Data Analytics,Organizational Plan,Interpersonal Skills,Hemingway Editor|https://www.upwork.com/freelancers/~01ce8d298c7ffcc19c?s=1110580750812958720
1814|Sargodha, Pakistan|100%|TOP RATED||141|46|As Needed - Open to Offers|English: Native or Bilingual|"SEO-Friendly Content | Website Content | Copywriting"|$30.00/hr|/Content Writing Services,Content Writing,Editing & Proofreading,Researcher,Search Engine Optimization,Content Marketing Strategy,Copywriting,Fact-Checking/Content Writing Deliverables,Blog Content,Script,Resume,Social Media Content,Product Page,Article,Landing Page,Website Content,About Us Page,Technical Report,Biography/Content Writing Topics,Beauty,Automotive,Politics,Travel & Hospitality,Mining,Lifestyle,Education,Financial Writing,Entertainment,Real Estate,Advertising,Wedding,Scientific Writing,Home & Garden,DIY,Food & Beverage,Health & Fitness,Software,Business Writing,Nonprofit Organization,COVID-19,People,Sports & Recreation/Content Writing Type,Short Story Writing,Article Writing,Blog Writing,Essay Writing,Ghostwriting,Design Writing,Recipe Writing,Speech Writing,Copywriting,Humor Writing,Fiction Writing,Children's Writing,Comedy Writing,Role-Playing Game Writing,Fashion Writing,Lyrics Writing,Food Writing,Creative Writing,Online Writing,Long-Form Writing,Screenwriting,Persuasive Writing,Letter Writing,Biography Writing,Scriptwriting,Feature Writing/Other Skills,Research & Strategy,Resume Design,Sales Copywriting,Web Content Strategy,Ad Copy,Web Content Development,Research & Development,LinkedIn Profile Creation,Email Copywriting,Research Documentation,Content Management,Content Creation,CV,Article Curation,Website Copywriting,Resume Development,Resume Writing,Resume Screening,Sales Funnel Copywriting,Copy Editing,Career Coaching,Cover Letter Writing,Content Audit,Research Proposals,LinkedIn Plugin,Content Editing,Research Papers,Content Guidelines,SEO Writing,Blog Development,Article Spinning,Manufacturing & Construction,Latin American English Accent,Australian English Dialect,British English Dialect,South African English Dialect,African American English Accent,Gaming,Indian English Dialect,New Zealand English Dialect,Tech & IT,Medical,Southern American English Accent,Caribbean English Accent,Scots Dialect,Energy,Hiberno English Dialect,Music Composition,Midland American English Accent,Caribbean English Dialect,Arts,Agriculture & Forestry,US English Dialect,Legal,Personal Blog,LinkedIn Profile Optimization,LinkedIn Development,Resume Screening Chatbot,CV/Resume Translation,LinkedIn Profile Headline & Summary,Content Analysis|https://www.upwork.com/freelancers/~01b409fcb37027286d?s=1110580750812958720
1095|Lahore, Pakistan|93%|TOP RATED||131|917|More than 30 hrs/week|English: Native or Bilingual,Urdu: Native or Bilingual|"Expert Blog Post Writer || Helping Blogs becoming a Giant Business"|$20.00/hr|/Content Writing Topics,Automotive,Dating & Social Life,Philosophy,Food & Beverage,Beauty & Personal Care,Sports & Recreation,Mining,Real Estate,Legal,Lifestyle,Gaming,Animals & Pets,Entertainment,Human Science,Advertising,DIY,Transportation,Health & Fitness,Family,Education,Medicine,Economics,Architecture,Home & Garden,COVID-19,Beauty,Health & Wellness,People,Wedding,Science,Arts & Culture,Politics,Travel & Hospitality,History,Software,Environment,Business Writing,Sports & Fitness/Content Writing Deliverables,Product Page,Newsletter,About Us Page,Script,Social Media Content,Website Content,Blog Content,Landing Page,Ebook,Article/Content Writing Services,Content Writing,Content Marketing Strategy,Editing & Proofreading,Search Engine Optimization,Copywriting/Content Writing Type,Book Writing,Editorial Writing,Role-Playing Game Writing,Sports Writing,Newsletter Writing,UX Writing,News Writing,Article Writing,Speech Writing,Biography Writing,Feature Writing,Blog Writing,Short Story Writing,Food Writing,Ebook Writing,Essay Writing,Long-Form Writing,Online Writing,Travel Writing,Creative Writing,Copywriting,Scriptwriting,Video Game Writing,Ghostwriting,Fashion Writing,Persuasive Writing/Other Skills|https://www.upwork.com/freelancers/~01a2124a3817b4d1b4?s=1110580750812958720
460|Lynnwood, United States|98%|TOP RATED||60|198|As Needed - Open to Offers|English: Native or Bilingual,American Sign Language: Basic|Academic Editing by Higher Education Professional|$44.00/hr|/Editing & Proofreading Type,Business Editing,Academic Proofreading,Proofreading,Content Editing,APA Formatting,Document Formatting,Developmental Editing,Book Editing,Editing & Proofreading,Copy Editing,Academic Editing,Grammar & Syntax Review/Other Skills|https://www.upwork.com/fl/~01545fe94e0cce9f0e?s=1534904462450442240
